,name,review_count,rating,address,zipcode,city,coordinates,phone,lat,lng,category
126,Back To Earth Natural Foods Market,18,3.5,"'306 S Main St', 'New City, NY 10956'",10956,New City,"{'latitude': 41.13681, 'longitude': -73.99037}",(845) 634-3511,41.13681,-73.99037,Grocery Store
127,The Orchards of Concklin,62,3.0,"'Rte 45 And S Mountain Rd', 'Pomona, NY 10970'",10970,Pomona,"{'latitude': 41.17861567193, 'longitude': -74.032002441136}",(845) 354-0369,41.17861567193,-74.032002441136,Grocery Store
128,Hungry Hollow,22,4.5,"'841 Chestnut Ridge Rd', 'Chestnut Ridge, NY 10977'",10977,Chestnut Ridge,"{'latitude': 41.082175, 'longitude': -74.060432}",(845) 356-3319,41.082175,-74.060432,Grocery Store
129,H Mart - Hartsdale,275,4.0,"'371 N Central Ave.', 'Hartsdale, NY 10530'",10530,Hartsdale,"{'latitude': 41.0296601219145, 'longitude': -73.7903970499497}",(914) 448-8888,41.0296601219145,-73.7903970499497,Grocery Store
130,The Fresh Market,40,3.0,"'723 White Plains Rd', 'Scarsdale, NY 10583'",10583,Scarsdale,"{'latitude': 40.9715879, 'longitude': -73.8060913}",(914) 723-6600,40.9715879,-73.8060913,Grocery Store
131,Mint Premium Foods,387,4.0,"'19 Main St', 'Tarrytown, NY 10591'",10591,Tarrytown,"{'latitude': 41.07672, 'longitude': -73.8592}",(914) 703-6511,41.07672,-73.8592,Grocery Store
132,Organica Natural Foods,56,4.0,"'246 Livingston St', 'Northvale, NJ 07647'",07647,Northvale,"{'latitude': 41.0119657192234, 'longitude': -73.9449703829334}",(201) 767-8182,41.0119657192234,-73.9449703829334,Grocery Store
133,Trader Joe's,110,4.0,"'215 N Central Ave', 'Hartsdale, NY 10530'",10530,Hartsdale,"{'latitude': 41.0255446, 'longitude': -73.7934729}",(914) 997-1960,41.0255446,-73.7934729,Grocery Store
134,Stew Leonard's Farm Fresh Food,443,4.0,"'1 Stew Leonard Dr', 'Yonkers, NY 10710'",10710,Yonkers,"{'latitude': 40.9726524002179, 'longitude': -73.8624127245592}",(914) 375-4700,40.9726524002179,-73.8624127245592,Grocery Store
135,Yard House,871,3.5,"'237 Market St', 'Yonkers, NY 10710'",10710,Yonkers,"{'latitude': 40.966088564646036, 'longitude': -73.8572851116567}",(914) 375-9273,40.966088564646036,-73.8572851116567,Grocery Store
136,Whole Foods Market,25,3.5,"'480 N Bedford Rd', 'Chappaqua, NY 10514'",10514,Chappaqua,"{'latitude': 41.177948, 'longitude': -73.75497}",(914) 340-5130,41.177948,-73.75497,Grocery Store
137,Streit's Matzos,2,5.0,"'171 Rte 303', 'Orangeburg, NY 10962'",10962,Orangeburg,"{'latitude': 41.0404, 'longitude': -73.94318}",(845) 359-9203,41.0404,-73.94318,Grocery Store
138,Falafel Place,89,4.5,"'2219 Central Park Ave', 'Yonkers, NY 10710'",10710,Yonkers,"{'latitude': 40.975061, 'longitude': -73.833517}",(914) 902-0072,40.975061,-73.833517,Grocery Store
139,MOM's Organic Market,11,5.0,"'83 Stanley Ave', 'Dobbs Ferry, NY 10522'",10522,Dobbs Ferry,"{'latitude': 41.00436, 'longitude': -73.855972}",(914) 266-0937,41.00436,-73.855972,Grocery Store
140,ShopRite of West Nyack,21,2.5,"'243 E Rte 59', 'West Nyack, NY 10994'",10994,West Nyack,"{'latitude': 41.092705, 'longitude': -73.9589015}",(845) 353-7377,41.092705,-73.9589015,Grocery Store
141,MOM's Organic Market,3,4.5,"'83 Stanley Ave', 'Dobbs Ferry, NY 10522'",10522,Dobbs Ferry,"{'latitude': 41.00436, 'longitude': -73.855972}",,41.00436,-73.855972,Grocery Store
142,Whole Foods Market,66,3.5,"'45 Vervalen St', 'Closter, NJ 07624'",07624,Closter,"{'latitude': 40.97068755, 'longitude': -73.95634458}",(201) 367-9099,40.97068755,-73.95634458,Grocery Store
143,Lidl,16,3.5,"'199 Kinderkamack Rd', 'Park Ridge, NJ 07656'",07656,Park Ridge,"{'latitude': 41.03651384, 'longitude': -74.02989474}",(844) 747-5435,41.03651384,-74.02989474,Grocery Store
144,Food for Thought,7,4.5,"'7 Spring St', 'Hastings on Hudson, NY 10706'",10706,Hastings on Hudson,"{'latitude': 40.9954098, 'longitude': -73.8827451}",(914) 478-3600,40.9954098,-73.8827451,Grocery Store
145,Carmine's Italian Deli & Cafe,98,4.5,"'7 Old Rd', 'Elmsford, NY 10523'",10523,Elmsford,"{'latitude': 41.051356, 'longitude': -73.8076864}",(914) 345-2605,41.051356,-73.8076864,Grocery Store
146,Uncle Giuseppe's Marketplace,264,3.5,"'10 Triangle Plz', 'Ramsey, NJ 07446'",07446,Ramsey,"{'latitude': 41.0630571, 'longitude': -74.1229316}",(201) 995-6800,41.0630571,-74.1229316,Grocery Store
147,Green's Natural Foods,5,3.0,"'97 N State Rd', 'Briarcliff Manor, NY 10510'",10510,Briarcliff Manor,"{'latitude': 41.15181, 'longitude': -73.82925}",(914) 800-9146,41.15181,-73.82925,Grocery Store
148,Whole Foods Market,99,2.5,"'110 Bloomingdale Rd', 'White Plains, NY 10605'",10605,White Plains,"{'latitude': 41.028294, 'longitude': -73.758904}",(914) 288-1300,41.028294,-73.758904,Grocery Store
149,Trader Joe's,91,3.5,"'727 White Plains Rd', 'Scarsdale, NY 10583'",10583,Scarsdale,"{'latitude': 40.9723375, 'longitude': -73.80487}",(914) 472-2988,40.9723375,-73.80487,Grocery Store
150,Kings Food Markets - Hillsdale,16,3.5,"'381 Washington Ave', 'Hillsdale, NJ 07642'",07642,Hillsdale,"{'latitude': 41.0016352, 'longitude': -74.0396615}",(201) 722-4690,41.0016352,-74.0396615,Grocery Store
151,ACME Markets,18,2.5,"'103 Knollwood Rd', 'White Plains, NY 10607'",10607,White Plains,"{'latitude': 41.03858962152235, 'longitude': -73.80675831534424}",(914) 682-1711,41.03858962152235,-73.80675831534424,Grocery Store
152,Stop & Shop,43,2.5,"'154 Westchester Ave', 'White Plains, NY 10604'",10604,White Plains,"{'latitude': 41.0336041, 'longitude': -73.757124}",(914) 997-0715,41.0336041,-73.757124,Grocery Store
153,ShopRite of Scarsdale,60,3.0,"'955 Central Park Ave', 'Scarsdale, NY 10583'",10583,Scarsdale,"{'latitude': 40.99191742216417, 'longitude': -73.82317961519013}",(914) 874-2973,40.99191742216417,-73.82317961519013,Grocery Store
154,CTown Supermarkets,26,3.5,"'114 North Broadway', 'Tarrytown, NY 10591'",10591,Tarrytown,"{'latitude': 41.08020800927984, 'longitude': -73.8576249424667}",(914) 332-7400,41.08020800927984,-73.8576249424667,Grocery Store
155,ShopRite of Pearl River,27,3.5,"'26 N Middletown Rd', 'Pearl River, NY 10965'",10965,Pearl River,"{'latitude': 41.0608, 'longitude': -74.01187}",(845) 735-4871,41.0608,-74.01187,Grocery Store
156,Whole Foods Market,79,3.0,"'44 Godwin Ave', 'Ridgewood, NJ 07450'",07450,Ridgewood,"{'latitude': 40.978372, 'longitude': -74.122564}",(201) 670-0383,40.978372,-74.122564,Grocery Store
157,Chopt Creative Salad Co.,48,3.0,"'1062 Willmont Rd', 'Scarsdale, NY 10583'",10583,Scarsdale,"{'latitude': 40.984324, 'longitude': -73.777021}",(914) 472-7501,40.984324,-73.777021,Grocery Store
158,Silver City Food Co-Op,18,4.5,"'520 N Bullard St', 'Silver City, NM 88061'",88061,Silver City,"{'latitude': 32.7722969055176, 'longitude': -108.275856018066}",(575) 388-2343,32.7722969055176,-108.275856018066,Grocery Store
159,Samascott's Garden Market,30,4.5,"'65 Chatham St', 'Kinderhook, NY 12106'",12106,Kinderhook,"{'latitude': 42.4042105617643, 'longitude': -73.6938417941347}",(518) 758-9292,42.4042105617643,-73.6938417941347,Grocery Store
160,Hannaford Super Store,3,2.5,"'481 West St', 'W St Shopping Ctr', 'Keene, NH 03431'",03431,Keene,"{'latitude': 42.935171, 'longitude': -72.29572}",(603) 357-2832,42.935171,-72.29572,Grocery Store
161,Mansion + Reed General Store,9,5.0,"'45 Reed St', 'Coxsackie, NY 12051'",12051,Coxsackie,"{'latitude': 42.352084, 'longitude': -73.796977}",(518) 616-9701,42.352084,-73.796977,Grocery Store
162,Honest Weight Food Co-op,145,4.0,"'100 Watervliet Ave', 'Albany, NY 12206'",12206,Albany,"{'latitude': 42.6786144145045, 'longitude': -73.7815083948288}",(518) 482-2667,42.6786144145045,-73.7815083948288,Grocery Store
163,Berry's Farm,23,4.0,"'413 Rt 376', 'Hopewell Junction, NY 12533'",12533,Hopewell Junction,"{'latitude': 41.578973, 'longitude': -73.809643}",(845) 223-6065,41.578973,-73.809643,Grocery Store
164,Ragonese Italian Imports,66,4.5,"'409 New Scotland Ave', 'Albany, NY 12208'",12208,Albany,"{'latitude': 42.65449, 'longitude': -73.79406}",(518) 482-2358,42.65449,-73.79406,Grocery Store
165,Whole Foods Market,113,3.5,"'1425 Central Ave', 'Albany, NY 12205'",12205,Albany,"{'latitude': 42.7089555, 'longitude': -73.81888489}",(518) 621-5300,42.7089555,-73.81888489,Grocery Store
166,Kitty's Market,27,4.5,"'60 S Front St', 'Hudson, NY 12543'",12543,Hudson,"{'latitude': 42.253566, 'longitude': -73.79739}",(518) 267-6369,42.253566,-73.79739,Grocery Store
167,Trader Joe's,122,4.0,"'79 Wolf Rd', 'Colonie, NY 12205'",12205,Colonie,"{'latitude': 42.7141625, 'longitude': -73.8120389}",(518) 482-4538,42.7141625,-73.8120389,Grocery Store
168,Greig Farm,29,4.5,"'227 Pitcher Ln', 'Red Hook, NY 12571'",12571,Red Hook,"{'latitude': 42.0281862429012, 'longitude': -73.8545004926945}",(845) 758-8007,42.0281862429012,-73.8545004926945,Grocery Store
169,Stop & Shop,12,3.0,"'940 W Boylston St', 'Worcester, MA 01606'",01606,Worcester,"{'latitude': 42.326523, 'longitude': -71.79053390368746}",(508) 852-0505,42.326523,-71.79053390368746,Grocery Store
170,Crust Artisan Bakeshop,103,4.0,"'118 Main St', 'Worcester, MA 01608'",01608,Worcester,"{'latitude': 42.2692349553108, 'longitude': -71.8004179000854}",(774) 823-3355,42.2692349553108,-71.8004179000854,Grocery Store
171,Natural Grocers,23,4.5,"'3970 E Lohman Ave', 'Las Cruces, NM 88011'",88011,Las Cruces,"{'latitude': 32.319353, 'longitude': -106.732943}",(575) 522-1711,32.319353,-106.732943,Grocery Store
172,Toucan Market,39,3.5,"'1701 E University Ave', 'Las Cruces, NM 88001'",88001,Las Cruces,"{'latitude': 32.2870011630571, 'longitude': -106.746997055134}",(575) 521-3003,32.2870011630571,-106.746997055134,Grocery Store
173,Sprouts Farmers Market,22,4.0,"'2340 E Lohman Ave', 'Ste B', 'Las Cruces, NM 88001'",88001,Las Cruces,"{'latitude': 32.31172, 'longitude': -106.74987}",(575) 680-3680,32.31172,-106.74987,Grocery Store
174,Higganum Village Market,4,5.0,"'311 Saybrook Rd', 'Higganum, CT 06441'",06441,Higganum,"{'latitude': 41.49651, 'longitude': -72.55791}",(860) 345-4500,41.49651,-72.55791,Grocery Store
175,Nature's Goods Market,67,2.5,"'860 Straits Turnpike', 'Middlebury, CT 06762'",06762,Middlebury,"{'latitude': 41.5325192750821, 'longitude': -73.0852818489075}",(203) 577-2000,41.5325192750821,-73.0852818489075,Grocery Store
176,Masao's Kitchen,130,4.5,"'581 Moody St', 'Waltham, MA 02453'",02453,Waltham,"{'latitude': 42.3662534, 'longitude': -71.2379946}",(781) 647-7977,42.3662534,-71.2379946,Grocery Store
177,Trader Joe's,89,4.5,"'350 Patriot Pl', 'Foxborough, MA 02035'",02035,Foxborough,"{'latitude': 42.08661781082817, 'longitude': -71.2692716}",(508) 543-1978,42.08661781082817,-71.2692716,Grocery Store
178,Market Basket,95,4.0,"'110 Market Place Dr', 'Waltham, MA 02451'",02451,Waltham,"{'latitude': 42.38107924062238, 'longitude': -71.2628473432352}",(781) 894-1510,42.38107924062238,-71.2628473432352,Grocery Store
179,Hannaford Supermarket & Pharmacy,39,4.0,"'777 Rogers St', 'Lowell, MA 01852'",01852,Lowell,"{'latitude': 42.62895, 'longitude': -71.27808}",(978) 446-7862,42.62895,-71.27808,Grocery Store
180,Healthy Living Market & Cafe,79,4.5,"'3065 NY Rt 50', 'Wilton Mall', 'Saratoga Springs, NY 12866'",12866,Saratoga Springs,"{'latitude': 43.101312, 'longitude': -73.739171}",(518) 306-4900,43.101312,-73.739171,Grocery Store
181,Ocean State Job Lot,15,3.5,"'2827 US Highway 9', 'Valatie, NY 12184'",12184,Valatie,"{'latitude': 42.4196430106985, 'longitude': -73.685687892919}",(518) 758-2292,42.4196430106985,-73.685687892919,Grocery Store
182,New Morning Market,74,4.0,"'129 Main St N', 'Woodbury, CT 06798'",06798,Woodbury,"{'latitude': 41.554838986301085, 'longitude': -73.2037687078722}",(203) 263-4868,41.554838986301085,-73.2037687078722,Grocery Store
183,Whole Foods Market,111,4.0,"'55 Welles St', 'Glastonbury, CT 06033'",06033,Glastonbury,"{'latitude': 41.714842, 'longitude': -72.607763}",(860) 652-9800,41.714842,-72.607763,Grocery Store
184,Whole Foods Market,166,3.5,"'601 N Main St', 'Providence, RI 02904'",02904,Providence,"{'latitude': 41.83714, 'longitude': -71.408307}",(401) 621-5990,41.83714,-71.408307,Grocery Store
185,Green Grocer Natural Foods,15,3.5,"'1505 Route 9', 'Clifton Park, NY 12065'",12065,Clifton Park,"{'latitude': 42.8390946, 'longitude': -73.7425185}",(518) 383-1613,42.8390946,-73.7425185,Grocery Store
186,The Herbivorous Butcher,204,4.5,"'507 1st Ave NE', 'Minneapolis, MN 55413'",55413,Minneapolis,"{'latitude': 44.9902328, 'longitude': -93.2539668}",(612) 208-0992,44.9902328,-93.2539668,Grocery Store
187,Hy-Vee,67,3.0,"'16150 Pilot Knob Rd', 'Lakeville, MN 55044'",55044,Lakeville,"{'latitude': 44.715717, 'longitude': -93.1765775}",(952) 423-9340,44.715717,-93.1765775,Grocery Store
188,Valley Natural Foods,45,4.0,"'13750 County Rd 11', 'Burnsville, MN 55337'",55337,Burnsville,"{'latitude': 44.754596, 'longitude': -93.249011}",(952) 891-1212,44.754596,-93.249011,Grocery Store
189,The Wedge Community Co-op,190,4.0,"'2105 Lyndale Ave S', 'Minneapolis, MN 55405'",55405,Minneapolis,"{'latitude': 44.96154, 'longitude': -93.2876}",(612) 871-3993,44.96154,-93.2876,Grocery Store
190,We Are Nuts,3,5.0,"'890 Vandalia St', 'Saint Paul, MN 55114'",55114,Saint Paul,"{'latitude': 44.968034, 'longitude': -93.18887}",(651) 646-3688,44.968034,-93.18887,Grocery Store
191,Trader Joe's,46,4.0,"'8960 Hudson Rd', 'Ste 801', 'Woodbury, MN 55125'",55125,Woodbury,"{'latitude': 44.945734, 'longitude': -92.9226673}",(651) 735-0269,44.945734,-92.9226673,Grocery Store
192,River Market,26,4.0,"'221 Main St N', 'Stillwater, MN 55082'",55082,Stillwater,"{'latitude': 45.0578117, 'longitude': -92.8063278}",(651) 439-0366,45.0578117,-92.8063278,Grocery Store
193,Tailor Made Nutrition,16,4.0,"'8160 Coller Way', 'Ste A', 'Woodbury, MN 55125'",55125,Woodbury,"{'latitude': 44.9378192893508, 'longitude': -92.9403305330832}",(651) 702-2522,44.9378192893508,-92.9403305330832,Grocery Store
194,Fresh Thyme Market,21,3.5,"'955 County Rd E', 'Vadnais Heights, MN 55127'",55127,Vadnais Heights,"{'latitude': 45.0522371, 'longitude': -93.0620575}",(651) 414-8110,45.0522371,-93.0620575,Grocery Store
195,Mississippi Market Food Co-op,64,4.0,"'622 Selby Ave', 'Saint Paul, MN 55104'",55104,Saint Paul,"{'latitude': 44.9463348388672, 'longitude': -93.1266250610352}",(651) 310-9499,44.9463348388672,-93.1266250610352,Grocery Store
196,Lakewinds Food Co-op,23,4.0,"'435 Pond Promenade', 'Chanhassen, MN 55317'",55317,Chanhassen,"{'latitude': 44.85722, 'longitude': -93.53179}",(952) 697-3366,44.85722,-93.53179,Grocery Store
197,Reverie Cafe + Bar,66,5.0,"'1517 East 35th St', 'Minneapolis, MN 55407'",55407,Minneapolis,"{'latitude': 44.939387, 'longitude': -93.252712}",(612) 987-7080,44.939387,-93.252712,Grocery Store
198,Just Food Co-op,7,4.0,"'516 Water St S', 'Northfield, MN 55057'",55057,Northfield,"{'latitude': 44.4543899, 'longitude': -93.16221}",(507) 650-0106,44.4543899,-93.16221,Grocery Store
199,Fresh Thyme Market,34,2.5,"'14880 Florence Trl', 'Apple Valley, MN 55124'",55124,Apple Valley,"{'latitude': 44.7346506372045, 'longitude': -93.2055488}",(612) 851-0600,44.7346506372045,-93.2055488,Grocery Store
200,Trader Joe's,93,4.0,"'484 Lexington Pkwy S', 'St. Paul, MN 55105'",55105,St. Paul,"{'latitude': 44.926699, 'longitude': -93.145893}",(651) 698-3119,44.926699,-93.145893,Grocery Store
201,Trader Joe's,41,4.0,"'1041 Red Fox Rd', 'Shoreview, MN 55126'",55126,Shoreview,"{'latitude': 45.05799, 'longitude': -93.1447262}",(651) 765-1398,45.05799,-93.1447262,Grocery Store
202,Whole Foods Market,77,4.0,"'3060 Excelsior Blvd', 'Minneapolis, MN 55416'",55416,Minneapolis,"{'latitude': 44.947565, 'longitude': -93.322363}",(612) 927-8141,44.947565,-93.322363,Grocery Store
203,Hy-Vee,78,3.5,"'7180 10th St N', 'Oakdale, MN 55128'",55128,Oakdale,"{'latitude': 44.964436, 'longitude': -92.960653}",(651) 714-3160,44.964436,-92.960653,Grocery Store
204,Fresh Thyme Market,42,3.5,"'24 30th Ave SE', 'Minneapolis, MN 55414'",55414,Minneapolis,"{'latitude': 44.9710453, 'longitude': -93.2141142}",(651) 846-0908,44.9710453,-93.2141142,Grocery Store
205,Fresh & Natural Foods,15,3.5,"'1701 Ward Ave', 'Ste 200', 'Plaza 94 Shopping Ctr', 'Hudson, WI 54016'",54016,Hudson,"{'latitude': 44.9644726087945, 'longitude': -92.734646237651}",(715) 377-9913,44.9644726087945,-92.734646237651,Grocery Store
206,Luv Ice Cream,23,5.0,"'2587 7th Ave E', 'North Saint Paul, MN 55109'",55109,North Saint Paul,"{'latitude': 45.0135683373288, 'longitude': -92.9901936680628}",(651) 621-4484,45.0135683373288,-92.9901936680628,Grocery Store
207,Trader Joe's,66,4.5,"'11220 Wayzata Blvd', 'Minnetonka, MN 55305'",55305,Minnetonka,"{'latitude': 44.9734888, 'longitude': -93.4227495693217}",(952) 417-9080,44.9734888,-93.4227495693217,Grocery Store
208,Trader Joe's,36,4.5,"'12105 Elm Creek Blvd N', 'Maple Grove, MN 55369'",55369,Maple Grove,"{'latitude': 45.0921896, 'longitude': -93.4340902}",(763) 315-1739,45.0921896,-93.4340902,Grocery Store
209,Mississippi Market,42,4.5,"'1500 W 7th St', 'Saint Paul, MN 55102'",55102,Saint Paul,"{'latitude': 44.91816, 'longitude': -93.13997}",(651) 690-0507,44.91816,-93.13997,Grocery Store
210,Lakewinds Food Co-op,27,4.0,"'17501 Minnetonka Blvd', 'Minnetonka, MN 55345'",55345,Minnetonka,"{'latitude': 44.9411747, 'longitude': -93.5007402}",(952) 473-0292,44.9411747,-93.5007402,Grocery Store
211,Fresh Thyme Market,20,3.5,"'15760 32nd Ave N', 'Plymouth, MN 55447'",55447,Plymouth,"{'latitude': 45.0175666, 'longitude': -93.480194}",(651) 846-8821,45.0175666,-93.480194,Grocery Store
212,MinnyRow Market,14,4.5,"'740 Mainstreet', 'Hopkins, MN 55343'",55343,Hopkins,"{'latitude': 44.924252, 'longitude': -93.40919167245922}",(952) 426-0981,44.924252,-93.40919167245922,Grocery Store
213,Fresh & Natural Foods,22,3.5,"'1075 Hwy 96 W', 'Shoreview Village Mall', 'Shoreview, MN 55126'",55126,Shoreview,"{'latitude': 45.0794019, 'longitude': -93.1466575}",(651) 203-3663,45.0794019,-93.1466575,Grocery Store
214,Winnipeg Grocery,1,1.0,"'864 Rice St', 'Saint Paul, MN 55117'",55117,Saint Paul,"{'latitude': 44.96725, 'longitude': -93.1057951}",(651) 487-3110,44.96725,-93.1057951,Grocery Store
215,Trader Joe's,126,4.0,"'4500 Excelsior Blvd', 'St. Louis Park, MN 55416'",55416,St. Louis Park,"{'latitude': 44.934593, 'longitude': -93.337399}",(952) 285-1053,44.934593,-93.337399,Grocery Store
216,Whole Foods Market,59,3.0,"'7401 France Ave S', 'Edina, MN 55435'",55435,Edina,"{'latitude': 44.867687, 'longitude': -93.328011}",(952) 830-3500,44.867687,-93.328011,Grocery Store
217,Eastside Food Cooperative,46,4.0,"'2551 Central Ave NE', 'Minneapolis, MN 55418'",55418,Minneapolis,"{'latitude': 45.0147514, 'longitude': -93.2468109}",(612) 788-0950,45.0147514,-93.2468109,Grocery Store
218,Fresh Thyme Market,14,3.5,"'14100 Highway 13 S', 'Savage, MN 55378'",55378,Savage,"{'latitude': 44.748258, 'longitude': -93.3824874}",(952) 229-5300,44.748258,-93.3824874,Grocery Store
219,Linden Hills Co-op,55,4.0,"'3815 Sunnyside Ave', 'Minneapolis, MN 55410'",55410,Minneapolis,"{'latitude': 44.9219512939453, 'longitude': -93.3284454345703}",(612) 922-1159,44.9219512939453,-93.3284454345703,Grocery Store
220,Kowalski's Uptown Market,78,3.5,"'2440 Hennepin Ave', 'Minneapolis, MN 55405'",55405,Minneapolis,"{'latitude': 44.95767, 'longitude': -93.29609}",(612) 377-3448,44.95767,-93.29609,Grocery Store
221,Fresh Thyme Market,57,3.5,"'2100 W 80 1 / 2 St', 'Bloomington, MN 55431'",55431,Bloomington,"{'latitude': 44.8581390022259, 'longitude': -93.3067399263383}",(763) 321-3555,44.8581390022259,-93.3067399263383,Grocery Store
222,Seward Community Co-op,117,4.0,"'2823 E Franklin Ave', 'Minneapolis, MN 55406'",55406,Minneapolis,"{'latitude': 44.962471, 'longitude': -93.2304611}",(612) 338-2465,44.962471,-93.2304611,Grocery Store
223,Tim and Tom's Speedy Market,27,4.5,"'2310 Como Ave', 'Saint Paul, MN 55108'",55108,Saint Paul,"{'latitude': 44.98244, 'longitude': -93.19636}",(651) 645-7360,44.98244,-93.19636,Grocery Store
224,Ethnic Foods Company,14,2.5,"'204 Central Ave', 'Osseo, MN 55369'",55369,Osseo,"{'latitude': 45.11842, 'longitude': -93.40173}",(952) 593-3000,45.11842,-93.40173,Grocery Store
